Date,Hour,Minute,Type,Solve Time
2035-01-01,0,0,SCED,0.199223
2035-01-01,1,0,SCED,0.202408
2035-01-01,2,0,SCED,0.198152
2035-01-01,3,0,SCED,0.193003
2035-01-01,4,0,SCED,0.206881
2035-01-01,5,0,SCED,0.194214
2035-01-01,6,0,SCED,0.200088
2035-01-01,7,0,SCED,0.205418
2035-01-01,8,0,SCED,0.18411
2035-01-01,9,0,SCED,0.200879
2035-01-01,10,0,SCED,0.198244
2035-01-01,11,0,SCED,0.209355
2035-01-01,12,0,SCED,0.194738
2035-01-01,13,0,SCED,0.199657
2035-01-01,14,0,SCED,0.189488
2035-01-01,15,0,SCED,0.197283
2035-01-01,16,0,SCED,0.190372
2035-01-01,17,0,SCED,0.191127
2035-01-01,18,0,SCED,0.189672
2035-01-01,19,0,SCED,0.185083
2035-01-01,20,0,SCED,0.185469
2035-01-01,21,0,SCED,0.191815
2035-01-01,22,0,SCED,0.168825
2035-01-01,23,0,SCED,0.165202
2035-01-02,0,0,SCED,0.16748
2035-01-02,1,0,SCED,0.166884
2035-01-02,2,0,SCED,0.172359
2035-01-02,3,0,SCED,0.174552
2035-01-02,4,0,SCED,0.168126
2035-01-02,5,0,SCED,0.168632
2035-01-02,6,0,SCED,0.169095
2035-01-02,7,0,SCED,0.169457
2035-01-02,8,0,SCED,0.168495
2035-01-02,9,0,SCED,0.177968
2035-01-02,10,0,SCED,0.170814
2035-01-02,11,0,SCED,0.172067
2035-01-02,12,0,SCED,0.168217
2035-01-02,13,0,SCED,0.175125
2035-01-02,14,0,SCED,0.165041
2035-01-02,15,0,SCED,0.168987
2035-01-02,16,0,SCED,0.19819
2035-01-02,17,0,SCED,0.200212
2035-01-02,18,0,SCED,0.201147
2035-01-02,19,0,SCED,0.204383
2035-01-02,20,0,SCED,0.203062
2035-01-02,21,0,SCED,0.209382
2035-01-02,22,0,SCED,0.208584
2035-01-02,23,0,SCED,0.211058
2035-01-03,0,0,SCED,0.208022
2035-01-03,1,0,SCED,0.213423
2035-01-03,2,0,SCED,0.204094
2035-01-03,3,0,SCED,0.213618
2035-01-03,4,0,SCED,0.217925
2035-01-03,5,0,SCED,0.214724
2035-01-03,6,0,SCED,0.209495
2035-01-03,7,0,SCED,0.213987
2035-01-03,8,0,SCED,0.205912
2035-01-03,9,0,SCED,0.220539
2035-01-03,10,0,SCED,0.216162
2035-01-03,11,0,SCED,0.216413
2035-01-03,12,0,SCED,0.21762
2035-01-03,13,0,SCED,0.212493
2035-01-03,14,0,SCED,0.210173
2035-01-03,15,0,SCED,0.221767
2035-01-03,16,0,SCED,0.211654
2035-01-03,17,0,SCED,0.214581
2035-01-03,18,0,SCED,0.210923
2035-01-03,19,0,SCED,0.212861
2035-01-03,20,0,SCED,0.211276
2035-01-03,21,0,SCED,0.208235
2035-01-03,22,0,SCED,0.203261
