Date,Hour,Minute,Bus,Demand,Shortfall,Overgeneration,LMP,LMP DA
2019-01-01,0,0,Tennessee Colony 345,86.22,0.0,0.0,-7.108654,-7.108654
2019-01-01,0,0,Wheeler 345,98.07,0.0,0.0,-10000.0,-10000.0
2019-01-01,0,0,Alpine 2 345,144.28,0.0,0.0,43.534111,43.534111
2019-01-01,0,0,Rosharon 345,191.66,0.0,0.0,5.999248,5.999248
2019-01-01,0,0,Sullivan City 345,28.42,0.0,0.0,16.139018,16.139018
2019-01-01,0,0,Prosper 345,555.01,0.0,0.0,27.225196,27.225196
2019-01-01,0,0,Eastland 345,39.0,0.0,0.0,-1474.799136,-1474.799136
2019-01-01,0,0,Fischer 345,158.95,0.0,0.0,22.807693,22.807693
2019-01-01,0,0,Bryan 1 345,183.84,0.0,0.0,6.346017,6.346017
2019-01-01,0,0,Rowlett 1 345,985.21,0.0,0.0,-9.081186,-9.081186
2019-01-01,0,0,Weatherford 3 345,41.53,0.0,0.0,1.350255,1.350255
2019-01-01,0,0,Odonnell 345,349.77,0.0,0.0,-5497.183133,-5497.183133
2019-01-01,0,0,Dallas 10 345,729.29,0.0,0.0,3.481667,3.481667
2019-01-01,0,0,O'Donnell 345,74.47,0.0,0.0,-5675.572098,-5675.572098
2019-01-01,0,0,Canyon Lake 1 345,40.64,0.0,0.0,23.025312,23.025312
2019-01-01,0,0,Adrian 1 345,9.02,0.0,0.0,-5675.572098,-5675.572098
2019-01-01,0,0,Austin 17 345,167.06,0.0,0.0,21.677896,21.677896
2019-01-01,0,0,Taft 2 345,98.42,0.0,0.0,15.601112,15.601112
2019-01-01,0,0,Dilley 1 345,66.15,0.0,0.0,21.398051,21.398051
2019-01-01,0,0,Dallas 8 345,446.52,0.0,0.0,-25.910455,-25.910455
2019-01-01,0,0,San Angelo 3 345,138.54,0.0,0.0,40.446938,40.446938
2019-01-01,0,0,Carlsbad 345,92.04,0.0,0.0,43.717947,43.717947
2019-01-01,0,0,Dale 345,134.72,0.0,0.0,20.579313,20.579313
2019-01-01,0,0,Brenham 345,141.06,0.0,0.0,7.982971,7.982971
2019-01-01,0,0,Raymondville 345,180.31,0.0,0.0,15.816234,15.816234
2019-01-01,0,0,Mccamey 345,292.33,0.0,0.0,43.534111,43.534111
2019-01-01,0,0,Fort Worth 16 345,951.37,0.0,0.0,7.864912,7.864912
2019-01-01,0,0,Art 345,56.11,0.0,0.0,28.839794,28.839794
2019-01-01,0,0,Austin 22 345,988.62,0.0,0.0,21.677896,21.677896
2019-01-01,0,0,Abilene 2 345,181.2,0.0,0.0,-2797.657837,-2797.657837
2019-01-01,0,0,Campbellton 345,30.57,0.0,0.0,18.30215,18.30215
2019-01-01,0,0,Corpus Christi 11 345,243.62,0.0,0.0,15.619635,15.619635
2019-01-01,0,0,New Braunfels 2 345,252.38,0.0,0.0,23.100418,23.100418
2019-01-01,0,0,Abilene 5 345,218.8,0.0,0.0,-2914.416146,-2914.416146
2019-01-01,0,0,Rule 2 345,88.16,0.0,0.0,-9034.44653,-9034.44653
2019-01-01,0,0,Cedar Creek 2 345,19.29,0.0,0.0,20.193457,20.193457
2019-01-01,0,0,Fort Worth 15 345,236.15,0.0,0.0,-36.112857,-36.112857
2019-01-01,0,0,Lytle 345,43.29,0.0,0.0,19.965093,19.965093
2019-01-01,0,0,Conroe 4 345,138.24,0.0,0.0,3.162398,3.162398
2019-01-01,0,0,Gordon 345,87.25,0.0,0.0,-114.321376,-114.321376
2019-01-01,0,0,Melvin 345,43.4,0.0,0.0,35.350492,35.350492
2019-01-01,0,0,Blum 345,242.77,0.0,0.0,-138.739979,-138.739979
2019-01-01,0,0,Rockdale 2 345,42.21,0.0,0.0,9.858074,9.858074
2019-01-01,0,0,Richards 2 345,8.21,0.0,0.0,4.070386,4.070386
2019-01-01,0,0,Tarpley 345,146.96,0.0,0.0,29.048776,29.048776
2019-01-01,0,0,Bayside 3 345,70.85,0.0,0.0,14.896681,14.896681
2019-01-01,0,0,San Antonio 25 345,680.06,0.0,0.0,24.426763,24.426763
2019-01-01,0,0,Roscoe 2 345,23.38,0.0,0.0,-3886.290445,-3886.290445
2019-01-01,0,0,Lopeno 345,132.38,0.0,0.0,16.677976,16.677976
2019-01-01,0,0,Crane 2 345,657.64,0.0,0.0,43.358207,43.358207
2019-01-01,0,0,Brownsville 1 345,169.45,0.0,0.0,15.827027,15.827027
2019-01-01,0,0,San Antonio 14 345,234.59,0.0,0.0,21.169191,21.169191
2019-01-01,0,0,Monahans 2 345,389.81,0.0,0.0,43.534111,43.534111
2019-01-01,0,0,Centerville 345,78.7,0.0,0.0,0.457409,0.457409
2019-01-01,0,0,Fort Worth 10 345,317.12,0.0,0.0,-49.944208,-49.944208
2019-01-01,0,0,Del Valle 345,107.38,0.0,0.0,20.579313,20.579313
2019-01-01,0,0,Texas City 2 345,374.76,0.0,0.0,5.728862,5.728862
2019-01-01,0,0,Electra 345,487.36,0.0,0.0,32.427557,32.427557
2019-01-01,0,0,Odessa 8 345,1256.42,0.0,0.0,43.358207,43.358207
