Total demand,Total fixed costs,Total generation costs,Total costs,Total load shedding,Total over generation,Total reserve shortfall,Total renewables curtailment,Total on/offs,Total sum on/off ramps,Total sum nominal ramps,Maximum observed demand,Overall renewables penetration rate,Cumulative average price,Total energy payments,Total reserve payments,Total uplift payments,Total payments,Cumulative average payments
83716514.11,2220226778.307603,303824822.870854,2524051601.178457,62.043841,889428.468418,11711.819104,0.0,9738,942382.89,6560182.551275,60652.16,24.419571,30.149984,-3042197888.01343,1620711.444443,0.0,-3040577176.568988,-36.319921
