Total demand,Total fixed costs,Total generation costs,Total costs,Total load shedding,Total over generation,Total reserve shortfall,Total renewables curtailment,Total on/offs,Total sum on/off ramps,Total sum nominal ramps,Maximum observed demand,Overall renewables penetration rate,Cumulative average price,Total energy payments,Total reserve payments,Total uplift payments,Total payments,Cumulative average payments
238711517.081212,1525748399.88601,1389796734.272444,2915545134.158454,0.0,2852256.820846,0.0,343419.752878,40724,4284950.237675,17587784.935443,39818.534008,34.623368,12.213676,-10346643252.024124,10546.648271,0.0,-10346632705.375853,-43.343668
