Total demand,Total fixed costs,Total generation costs,Total costs,Total load shedding,Total over generation,Total reserve shortfall,Total renewables curtailment,Total on/offs,Total sum on/off ramps,Total sum nominal ramps,Maximum observed demand,Overall renewables penetration rate,Cumulative average price,Total energy payments,Total reserve payments,Total uplift payments,Total payments,Cumulative average payments
83716514.11,2202354141.914721,291298835.68115,2493652977.595871,455.616539,889003.396646,0.0,124325.3576,10076,962567.7,6349451.573924,60652.16,25.555455,29.786871,-2982434105.455117,8027459.907386,0.0,-2974406645.547731,-35.529509
