Total demand,Total fixed costs,Total generation costs,Total costs,Total load shedding,Total over generation,Total reserve shortfall,Total renewables curtailment,Total on/offs,Total sum on/off ramps,Total sum nominal ramps,Maximum observed demand,Overall renewables penetration rate,Cumulative average price,Total energy payments,Total reserve payments,Total uplift payments,Total payments,Cumulative average payments
18865134.381869,190765947.309604,218911651.021471,409677598.331075,0.0,0.0,35.034272,0.0,1631,124278.99,953675.458137,35877.89395,24.84579,21.716124,553664084.367481,167212.736508,0.0,553831297.103989,29.3574
