Total demand,Total fixed costs,Total generation costs,Total costs,Total load shedding,Total over generation,Total reserve shortfall,Total renewables curtailment,Total on/offs,Total sum on/off ramps,Total sum nominal ramps,Maximum observed demand,Overall renewables penetration rate,Cumulative average price,Total energy payments,Total reserve payments,Total uplift payments,Total payments,Cumulative average payments
52490009.000031,10580694.330277,402224.217538,10982918.547815,1646.540243,592024.34113,0.0,0.0,7995,811980.219953,5778202.466718,37924.910416,30.156846,0.209238,-10497986440.272945,36099.629326,0.0,-10497950340.64362,-199.99902
