Total demand,Total fixed costs,Total generation costs,Total costs,Total load shedding,Total over generation,Total reserve shortfall,Total renewables curtailment,Total on/offs,Total sum on/off ramps,Total sum nominal ramps,Maximum observed demand,Overall renewables penetration rate,Cumulative average price,Total energy payments,Total reserve payments,Total uplift payments,Total payments,Cumulative average payments
238711517.081212,1767017553.905512,639700309.607545,2406717863.513057,1475.64677,4049131.815561,183469.370729,0.0,48085,3361377.734442,19649451.49437,39818.534008,37.251828,10.082119,-16182853150.608877,8398874.802598,0.0,-16174454275.806278,-67.757327
