Total demand,Total fixed costs,Total generation costs,Total costs,Total load shedding,Total over generation,Total reserve shortfall,Total renewables curtailment,Total on/offs,Total sum on/off ramps,Total sum nominal ramps,Maximum observed demand,Overall renewables penetration rate,Cumulative average price,Total energy payments,Total reserve payments,Total uplift payments,Total payments,Cumulative average payments
18865134.381869,126411059.010725,110776143.316538,237187202.327263,0.0,191779.026399,340.867103,31546.672531,3498,364808.73,1354690.675227,35877.89395,33.299179,12.572781,-662400056.798786,-5266.861791,0.0,-662405323.660577,-35.112675
