Datetime,Abilene 2 345_LMP,Abilene 2 345_LMP DA,Abilene 5 345_LMP,Abilene 5 345_LMP DA,Adrian 1 345_LMP,Adrian 1 345_LMP DA,Agua Dulce 345_LMP,Agua Dulce 345_LMP DA,Allen 1 345_LMP,Allen 1 345_LMP DA,Alpine 2 345_LMP,Alpine 2 345_LMP DA,Alto 345_LMP,Alto 345_LMP DA,Art 345_LMP,Art 345_LMP DA,Austin 17 345_LMP,Austin 17 345_LMP DA,Austin 22 345_LMP,Austin 22 345_LMP DA,Austin 27 345_LMP,Austin 27 345_LMP DA,Bastrop 2 345_LMP,Bastrop 2 345_LMP DA,Bayside 1 345_LMP,Bayside 1 345_LMP DA,Bayside 3 345_LMP,Bayside 3 345_LMP DA,Blue Ridge 345_LMP,Blue Ridge 345_LMP DA,Blum 345_LMP,Blum 345_LMP DA,Brenham 345_LMP,Brenham 345_LMP DA,Brownsville 1 345_LMP,Brownsville 1 345_LMP DA,Brownsville 2 345_LMP,Brownsville 2 345_LMP DA,Bryan 1 345_LMP,Bryan 1 345_LMP DA,Bryan 5 345_LMP,Bryan 5 345_LMP DA
2035-03-18 02:00:00,10.573354,10.573354,10.701336,10.701336,10.627794,10.627794,16.543858,16.543858,10.126742,10.126742,12.406865,12.406865,6.571384,6.571384,13.622782,13.622782,13.770405,13.770405,13.770405,13.770405,13.430906,13.430906,13.028652,13.028652,16.634737,16.634737,16.543858,16.543858,10.128509,10.128509,9.772535,9.772535,13.884077,13.884077,16.323136,16.323136,16.325696,16.325696,10.770335,10.770335,10.770335,10.770335
2035-03-18 03:00:00,10.588172,10.588172,10.715119,10.715119,10.642172,10.642172,16.510425,16.510425,10.145169,10.145169,12.406865,12.406865,6.618543,6.618543,13.612956,13.612956,13.759386,13.759386,13.759386,13.759386,13.42263,13.42263,13.023627,13.023627,16.600569,16.600569,16.510425,16.510425,10.146922,10.146922,9.793825,9.793825,13.872139,13.872139,16.291486,16.291486,16.294026,16.294026,10.783561,10.783561,10.783561,10.783561
2035-03-18 04:00:00,11.845984,11.845984,11.901281,11.901281,11.921342,11.921342,14.927271,14.927271,11.965769,11.965769,12.613276,12.613276,6.406676,6.406676,13.074851,13.074851,12.943667,12.943667,12.943667,12.943667,12.519542,12.519542,12.01702,12.01702,14.986669,14.986669,14.927271,14.927271,11.964878,11.964878,12.267226,12.267226,12.557872,12.557872,14.783009,14.783009,14.784683,14.784683,10.008856,10.008856,10.008856,10.008856
2035-03-18 05:00:00,17.519769,17.519769,17.371208,17.371208,17.694804,17.694804,12.894574,12.894574,19.475542,19.475542,15.276947,15.276947,5.113957,5.113957,13.572373,13.572373,12.50498,12.50498,12.50498,12.50498,11.62402,11.62402,10.580219,10.580219,12.881604,12.881604,12.894574,12.894574,19.465886,19.465886,21.975493,21.975493,10.374273,10.374273,12.926075,12.926075,12.925709,12.925709,8.456878,8.456878,8.456878,8.456878
2035-03-18 06:00:00,17.505917,17.505917,17.316534,17.316534,17.633648,17.633648,10.686562,10.686562,19.423513,19.423513,14.692639,14.692639,8.51951,8.51951,12.637058,12.637058,11.635183,11.635183,11.635183,11.635183,11.022753,11.022753,10.297119,10.297119,10.632976,10.632976,10.686562,10.686562,19.41425,19.41425,21.773945,21.773945,9.719406,9.719406,10.816707,10.816707,10.815198,10.815198,9.490413,9.490413,9.490413,9.490413
2035-03-18 07:00:00,16.18593,16.18593,16.01408,16.01408,16.301836,16.301836,9.997916,9.997916,17.925994,17.925994,13.633108,13.633108,8.031491,8.031491,11.767833,11.767833,10.858713,10.858713,10.858713,10.858713,10.302983,10.302983,9.644528,9.644528,9.949292,9.949292,9.997916,9.997916,17.917589,17.917589,20.058821,20.058821,9.1203,9.1203,10.116013,10.116013,10.114643,10.114643,8.912508,8.912508,8.912508,8.912508
2035-03-18 08:00:00,14.295579,17.31115,14.168435,17.089923,14.381332,17.460358,9.717357,9.345182,15.582971,19.551172,12.406865,14.024845,8.262491,6.813761,11.026836,11.623636,10.35422,10.453306,10.35422,10.453306,9.943061,9.737902,9.455901,8.890258,9.681382,9.282587,9.717357,9.345182,15.576752,19.540351,17.16095,22.296807,9.06805,8.215408,9.804731,9.497211,9.803717,9.495447,8.914314,7.947913,8.914314,7.947913
2035-03-18 09:00:00,10.447994,10.980592,10.406035,10.980592,10.519275,10.980592,9.353044,10.980592,11.132179,10.980592,9.804034,10.980592,5.380586,10.980592,9.295716,10.980592,8.91208,10.980592,8.91208,10.980592,8.546346,10.980592,8.113008,10.980592,9.357864,10.980592,9.353044,10.980592,11.128755,10.980592,12.029796,10.980592,8.127008,10.980592,9.341336,10.980592,9.341472,10.980592,7.07822,10.980592,7.07822,10.980592
2035-03-18 10:00:00,8.422597,15.045632,8.442406,15.045632,8.431023,15.045632,9.200005,15.045632,8.353469,15.045632,6.159132,15.045632,7.8161,15.045632,8.775067,15.045632,8.802487,15.045632,8.802487,15.045632,8.759968,15.045632,8.70959,15.045632,9.213309,15.045632,9.200005,15.045632,8.353743,15.045632,8.298644,15.045632,8.834974,15.045632,9.167694,15.045632,9.168069,15.045632,8.398643,15.045632,8.398643,15.045632
2035-03-18 11:00:00,22.485824,26.912294,23.32301,27.538174,14.260254,19.255867,3.227679,15.140028,19.471104,24.642119,-843.678633,-551.477675,5.791418,14.962717,-2.564473,10.763782,-0.293213,12.290298,-0.293213,12.290298,1.33489,13.303887,3.263941,14.504833,3.437078,15.295821,3.227679,15.140028,19.475113,24.64379,17.719821,23.432209,5.283911,16.002623,2.7191,14.761644,2.725,14.766034,4.662671,15.005532,4.662671,15.005532
2035-03-18 12:00:00,26.781231,39.141351,28.13715,40.343599,13.379644,18.63897,15.285676,17.682687,21.77185,34.717635,-1000.0,-1000.0,14.055655,21.834159,3.990761,10.483051,7.624863,12.8943,7.624863,12.8943,9.709264,14.516277,12.178958,16.43807,15.666266,17.944362,15.285676,17.682687,21.778958,34.715747,18.756105,32.775575,15.877115,18.933163,14.361317,17.047142,14.372041,17.054515,12.256583,17.08791,12.256583,17.08791
2035-03-18 13:00:00,33.919298,41.342938,35.030542,42.553834,12.651877,17.726058,9.549813,15.107156,29.805264,36.855165,-1000.0,-1000.0,16.889703,22.984211,4.772712,9.854952,7.066481,12.392025,7.066481,12.392025,8.972002,14.44858,11.22975,16.885281,9.735829,15.306475,9.549813,15.107156,29.80148,36.850653,28.162952,35.094732,13.013705,18.811647,9.098026,14.623058,9.103267,14.628674,13.760611,19.615184,13.760611,19.615184
2035-03-18 14:00:00,34.070495,34.070495,35.232848,35.232848,12.653356,12.653356,8.02995,8.02995,29.776246,29.776246,-1000.0,-1000.0,15.889222,15.889222,2.780815,2.780815,5.317443,5.317443,5.317443,5.317443,7.370167,7.370167,9.802327,9.802327,8.228798,8.228798,8.02995,8.02995,29.773016,29.773016,28.003786,28.003786,11.725174,11.725174,7.546998,7.546998,7.552601,7.552601,12.527035,12.527035,12.527035,12.527035
2035-03-18 15:00:00,31.005023,31.005023,32.057462,32.057462,12.558398,12.558398,6.764965,6.764965,27.127112,27.127112,-1000.0,-1000.0,14.120785,14.120785,1.968356,1.968356,4.272597,4.272597,4.272597,4.272597,6.183097,6.183097,8.446744,8.446744,6.951362,6.951362,6.764965,6.764965,27.12502,27.12502,25.459941,25.459941,10.235435,10.235435,6.312252,6.312252,6.317504,6.317504,10.984106,10.984106,10.984106,10.984106
2035-03-18 16:00:00,18.146129,18.146129,18.320806,18.320806,11.608992,11.608992,8.548286,8.548286,22.972276,22.972276,-1000.0,-1000.0,13.165543,13.165543,6.229147,6.229147,7.259733,7.259733,7.259733,7.259733,8.395128,8.395128,9.740396,9.740396,8.666997,8.666997,8.548286,8.548286,23.020937,23.020937,21.326742,21.326742,10.797828,10.797828,8.259967,8.259967,8.263312,8.263312,11.256917,11.256917,11.256917,11.256917
2035-03-18 17:00:00,7.02503,7.02503,6.729617,6.729617,-9.199897,-9.199897,8.689332,8.689332,22.845078,22.845078,-1000.0,-1000.0,12.237763,12.237763,6.794325,6.794325,7.624863,7.624863,7.624863,7.624863,8.644177,8.644177,9.851906,9.851906,8.796304,8.796304,8.689332,8.689332,22.968299,22.968299,20.382359,20.382359,10.784209,10.784209,8.429525,8.429525,8.432539,8.432539,11.239595,11.239595,11.239595,11.239595
2035-03-18 18:00:00,-0.6009,-133.870915,-1.147161,-141.445446,-22.696251,-473.028641,9.869281,65.217487,21.389201,201.15986,2.122461,-80.291372,8.099214,-25.800306,5.654791,-18.233968,7.159186,5.826542,7.159186,5.826542,7.869016,14.560769,8.710054,24.909479,9.990253,67.657873,9.869281,65.217487,21.554534,203.711587,18.446345,153.674614,9.953569,49.491084,9.57547,59.290394,9.578878,59.359154,8.760935,11.238961,8.760935,11.238961
2035-03-18 19:00:00,-7.057509,-7.057509,-7.793056,-7.793056,-35.333835,-35.333835,4.614476,4.614476,21.19716,21.19716,-4.102357,-4.102357,5.222913,5.222913,0.065379,0.065379,1.947027,1.947027,1.947027,1.947027,2.952709,2.952709,4.144286,4.144286,4.743027,4.743027,4.614476,4.614476,21.408116,21.408116,17.535177,17.535177,5.488389,5.488389,4.302257,4.302257,4.305879,4.305879,4.859834,4.859834,4.859834,4.859834
2035-03-18 20:00:00,9.31869,8.714908,9.421785,8.694008,9.362544,2.608206,14.128191,17.767835,8.958925,14.389429,10.795663,11.357797,6.094929,7.030779,11.775137,13.591947,11.894054,14.163171,11.894054,14.163171,11.620572,14.012428,11.296539,13.833822,14.201397,17.894923,14.128191,17.767835,8.960348,14.437357,8.673596,13.204808,11.985621,15.059313,13.950389,17.45917,13.952452,17.462751,9.477367,11.528351,9.477367,11.528351
2035-03-18 21:00:00,5.968849,5.458511,5.921053,5.342533,1.84551,-1.607286,10.486548,11.586619,9.904757,12.30872,7.263882,7.182532,5.890494,6.395316,8.446673,8.879858,8.79212,9.431099,8.79212,9.431099,8.780175,9.501512,8.766023,9.584941,10.548108,11.667574,10.486548,11.586619,9.93654,12.362599,9.201027,11.200062,9.365141,10.380596,10.337036,11.39,10.338771,11.392281,7.809998,8.554315,7.809998,8.554315
2035-03-18 22:00:00,7.95071,7.95071,7.983654,7.983654,5.812227,5.812227,13.027384,13.027384,9.81308,9.81308,9.461293,9.461293,6.095381,6.095381,10.633018,10.633018,10.881166,10.881166,10.881166,10.881166,10.720994,10.720994,10.531214,10.531214,13.100877,13.100877,13.027384,13.027384,9.830555,9.830555,9.28332,9.28332,11.233312,11.233312,12.848887,12.848887,12.850958,12.850958,9.005901,9.005901,9.005901,9.005901
2035-03-18 23:00:00,9.291343,9.291343,9.346647,9.346647,6.674245,6.674245,16.213881,16.213881,11.524088,11.524088,11.357797,11.357797,6.549683,6.549683,12.936697,12.936697,13.258294,13.258294,13.258294,13.258294,13.022301,13.022301,12.742686,12.742686,16.314613,16.314613,16.213881,16.213881,11.545731,11.545731,10.832984,10.832984,13.703522,13.703522,15.969227,15.969227,15.972065,15.972065,10.608739,10.608739,10.608739,10.608739
2035-03-19 00:00:00,9.289783,9.290526,9.344881,9.345561,6.663242,6.663634,16.218086,16.216435,11.531841,11.5331,11.357797,11.357797,6.550985,6.553564,12.93847,12.938004,13.260742,13.260235,13.260742,13.260235,13.02498,13.024628,12.745639,12.745471,16.318889,16.317201,16.218086,16.216435,11.553556,11.554816,10.839402,10.840769,13.70719,13.706676,15.973259,15.971698,15.976099,15.974537,10.611228,10.612025,10.611228,10.612025
2035-03-19 01:00:00,8.488981,8.488981,8.421168,8.421168,6.024615,6.024615,9.330669,9.330669,10.962949,10.962949,8.692653,8.692653,9.675799,9.675799,9.020029,9.020029,9.17959,9.17959,9.17959,9.17959,9.277127,9.277127,9.392693,9.392693,9.339203,9.339203,9.330669,9.330669,10.981271,10.981271,10.654379,10.654379,9.484701,9.484701,9.309942,9.309942,9.310183,9.310183,9.52117,9.52117,9.52117,9.52117
2035-03-19 02:00:00,9.375009,9.375009,9.423237,9.423237,6.718199,6.718199,16.027792,16.027792,11.666163,11.666163,11.357797,11.357797,6.84055,6.84055,12.884111,12.884111,13.201128,13.201128,13.201128,13.201128,12.982666,12.982666,12.723821,12.723821,16.124354,16.124354,16.027792,16.027792,11.687999,11.687999,10.987165,10.987165,13.645577,13.645577,15.793267,15.793267,15.795988,15.795988,10.698642,10.698642,10.698642,10.698642
2035-03-19 03:00:00,15.573354,15.573354,15.701336,15.701336,15.627794,15.627794,21.543858,21.543858,15.126742,15.126742,17.406865,17.406865,11.571384,11.571384,18.622782,18.622782,18.770405,18.770405,18.770405,18.770405,18.430906,18.430906,18.028652,18.028652,21.634737,21.634737,21.543858,21.543858,15.128509,15.128509,14.772535,14.772535,18.884077,18.884077,21.323136,21.323136,21.325696,21.325696,15.770335,15.770335,15.770335,15.770335
2035-03-19 04:00:00,15.517708,15.517708,15.576347,15.576347,15.542651,15.542651,18.253311,18.253311,15.313076,15.313076,16.357797,16.357797,13.684059,13.684059,16.914914,16.914914,16.982553,16.982553,16.982553,16.982553,16.826999,16.826999,16.642692,16.642692,18.294951,18.294951,18.253311,18.253311,15.313886,15.313886,15.150783,15.150783,17.034636,17.034636,18.15218,18.15218,18.153353,18.153353,15.607962,15.607962,15.607962,15.607962
2035-03-19 05:00:00,16.294351,16.294351,16.372006,16.372006,16.327383,16.327383,19.917056,19.917056,16.023361,16.023361,17.406865,17.406865,13.866087,13.866087,18.144644,18.144644,18.234216,18.234216,18.234216,18.234216,18.028219,18.028219,17.784145,17.784145,19.972198,19.972198,19.917056,19.917056,16.024434,16.024434,15.808441,15.808441,18.303189,18.303189,19.783129,19.783129,19.784683,19.784683,16.413872,16.413872,16.413872,16.413872
2035-03-19 06:00:00,16.220951,16.220951,16.32319,16.32319,16.264441,16.264441,20.990514,20.990514,15.864173,15.864173,17.685659,17.685659,13.02396,13.02396,18.657,18.657,18.774929,18.774929,18.774929,18.774929,18.503719,18.503719,18.182376,18.182376,21.063113,21.063113,20.990514,20.990514,15.865585,15.865585,15.581214,15.581214,18.865736,18.865736,20.814189,20.814189,20.816234,20.816234,16.37831,16.37831,16.37831,16.37831
2035-03-19 07:00:00,15.811717,15.811717,15.923061,15.923061,15.859079,15.859079,21.006034,21.006034,15.423166,15.423166,17.406865,17.406865,12.330017,12.330017,18.464709,18.464709,18.59314,18.59314,18.59314,18.59314,18.297777,18.297777,17.947817,17.947817,21.085098,21.085098,21.006034,21.006034,15.424703,15.424703,15.115008,15.115008,18.692034,18.692034,20.814007,20.814007,20.816234,20.816234,15.98309,15.98309,15.98309,15.98309
2035-03-19 08:00:00,9.837086,10.588172,9.934974,10.715119,9.633486,10.642172,14.806985,16.510425,9.720771,10.145169,11.357797,12.406865,6.682122,6.618543,12.385642,13.612956,12.522495,13.759386,12.522495,13.759386,12.254534,13.42263,11.93704,13.023627,14.882202,16.600569,14.806985,16.510425,9.724062,10.146922,9.399884,9.793825,12.646225,13.872139,14.6243,16.291486,14.626419,16.294026,10.102192,10.783561,10.102192,10.783561
2035-03-19 09:00:00,5.066646,5.066646,5.001275,5.001275,0.833779,0.833779,8.932262,8.932262,9.157634,9.157634,6.159132,6.159132,5.498747,5.498747,7.215658,7.215658,7.550796,7.550796,7.550796,7.550796,7.582023,7.582023,7.619023,7.619023,8.983716,8.983716,8.932262,8.932262,9.189981,9.189981,8.481753,8.481753,8.123515,8.123515,8.807292,8.807292,8.808742,8.808742,6.928369,6.928369,6.928369,6.928369
2035-03-19 10:00:00,4.447358,15.050375,4.472123,15.051949,4.457892,15.051044,5.602672,15.1238,4.360937,15.044882,4.802149,15.072923,3.672962,15.001159,5.037433,15.087876,5.065999,15.089692,5.065999,15.089692,5.000304,15.085517,4.922467,15.08057,5.620257,15.124917,5.602672,15.1238,4.361279,15.044904,4.292397,15.040526,5.087995,15.09109,5.559961,15.121085,5.560457,15.121117,4.485475,15.052797,4.485475,15.052797
2035-03-19 11:00:00,-267.716492,-275.147975,-277.693709,-287.518712,-558.292732,-565.449123,13.613332,190.455163,20.269343,25.331021,-1000.0,-1000.0,10.655312,5.650902,-4.723251,0.129326,1.947027,6.947027,1.947027,6.947027,5.694397,25.705209,10.134452,47.930759,14.191119,189.139935,13.613332,190.455163,22.429737,27.429737,-22.608773,-4.094951,15.908396,82.542769,12.210033,193.649525,12.226312,193.612467,11.621413,46.578723,11.621413,46.578723
2035-03-19 12:00:00,-272.311899,-264.973723,-282.864263,-274.755557,-561.748163,-556.388863,5.356683,18.239291,17.307379,22.272272,-1000.0,-1000.0,13.149448,16.947605,-4.165018,-2.523334,0.07755,5.287842,0.07755,5.287842,3.01188,9.699074,6.488607,14.925704,5.676172,18.884543,5.356683,18.239291,19.44578,24.44578,-22.59017,-22.449323,9.66942,21.417373,4.580722,16.672135,4.589724,16.690315,9.717822,17.14617,9.717822,17.14617
2035-03-19 13:00:00,-276.573155,-268.517543,-286.149731,-278.240847,-563.334937,-558.515485,0.631483,0.738297,4.62524,17.282602,-1000.0,-1000.0,12.668546,12.682721,45.110755,43.783914,-4.547617,-4.521994,-4.547617,-4.521994,-0.240783,-0.226887,4.862151,4.862151,1.387825,1.484625,0.631483,0.738297,6.769403,19.44578,-41.134549,-27.271221,10.058757,10.033328,-1.205482,-1.074349,-1.184172,-1.05332,8.788424,8.795107,8.788424,8.795107
2035-03-19 14:00:00,-268.667758,-265.101288,-277.986718,-274.472655,-558.174929,-556.027752,1.610155,6.586858,17.285956,22.275484,-1000.0,-1000.0,-0.012883,4.971344,32.857587,38.169811,-9.926575,-4.934202,-9.926575,-4.934202,-4.202418,0.793446,2.579825,7.579825,2.449187,7.428455,1.610155,6.586858,19.44578,24.44578,-26.033844,-21.237062,9.760615,14.768346,-0.427643,4.542828,-0.404003,4.566541,7.376014,12.373776,7.376014,12.373776
2035-03-19 15:00:00,-263.351108,-263.351108,-272.005891,-272.005891,-554.178499,-554.178499,-19.68781,-19.68781,20.242839,20.242839,-1000.0,-1000.0,7.62434,7.62434,18.419139,18.419139,-15.15574,-15.15574,-15.15574,-15.15574,-8.882462,-8.882462,-1.449596,-1.449596,-18.581606,-18.581606,-19.68781,-19.68781,22.429737,22.429737,-27.107225,-27.107225,3.958886,3.958886,-22.374504,-22.374504,-22.343335,-22.343335,7.598091,7.598091,7.598091,7.598091
2035-03-19 16:00:00,-269.732818,-269.732818,-279.967494,-279.967494,-559.814339,-559.814339,-2.984254,-2.984254,20.283503,20.283503,-1000.0,-1000.0,8.340324,8.340324,-15.217726,-15.217726,-8.962379,-8.962379,-8.962379,-8.962379,-4.608939,-4.608939,0.549215,0.549215,-2.595925,-2.595925,-2.984254,-2.984254,22.429737,22.429737,-19.68061,-19.68061,4.532228,4.532228,-3.927408,-3.927408,-3.916466,-3.916466,6.474131,6.474131,6.474131,6.474131
2035-03-19 17:00:00,-269.233503,-269.233503,-279.678005,-279.678005,-559.730748,-559.730748,5.262945,5.262945,23.272811,23.272811,-1000.0,-1000.0,3.126049,3.126049,-6.266732,-6.266732,-1.394735,-1.394735,-1.394735,-1.394735,1.794631,1.794631,5.573537,5.573537,5.640561,5.640561,5.262945,5.262945,25.413693,25.413693,-14.381161,-14.381161,9.344831,9.344831,4.345808,4.345808,4.356448,4.356448,8.599671,8.599671,8.599671,8.599671
2035-03-19 18:00:00,-265.858459,-256.975973,-276.513172,-267.224236,-557.87096,-551.947798,9.948704,20.970354,23.2593,28.216361,-13.269009,-14.63613,2.827076,15.439436,-2.273614,1.792869,2.634983,8.896695,2.634983,8.896695,5.200511,12.366605,8.240264,16.477913,10.295244,21.518792,9.948704,20.970354,25.413693,30.413693,91.404934,137.690262,11.850483,22.138228,9.107045,19.638332,9.116809,19.653785,9.78626,17.371247,9.78626,17.371247
2035-03-19 19:00:00,-276.62932,-273.030435,-288.798071,-285.256801,-566.14781,-563.98619,5.988864,10.988864,23.238506,28.307077,17.579007,22.579007,-0.280721,4.719279,11.631922,16.631922,8.733358,13.733358,8.733358,13.733358,6.961513,11.961513,4.862151,9.862151,5.833834,10.833834,5.988864,10.988864,25.331966,30.411013,-5.700645,-0.796402,3.190747,8.190747,6.365394,11.365394,6.361026,11.361026,2.528239,7.528239,2.528239,7.528239
2035-03-19 20:00:00,-69.220751,-69.220751,-72.712781,-72.712781,-147.185882,-147.185882,4.873375,4.873375,13.221258,13.221258,12.424332,12.424332,0.788752,0.788752,8.549817,8.549817,6.661408,6.661408,6.661408,6.661408,5.507055,5.507055,4.139324,4.139324,4.772374,4.772374,4.873375,4.873375,13.777783,13.777783,7.302754,7.302754,3.050407,3.050407,5.118684,5.118684,5.115838,5.115838,2.618784,2.618784,2.618784,2.618784
2035-03-19 21:00:00,6.678626,6.678626,6.716505,6.716505,6.694738,6.694738,8.445727,8.445727,6.546441,6.546441,7.221293,7.221293,5.494155,5.494155,7.581171,7.581171,7.624863,7.624863,7.624863,7.624863,7.524381,7.524381,7.405325,7.405325,8.472625,8.472625,8.445727,8.445727,6.546964,6.546964,6.441606,6.441606,7.658507,7.658507,8.3804,8.3804,8.381157,8.381157,6.736927,6.736927,6.736927,6.736927
2035-03-19 22:00:00,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975,9.454975
2035-03-19 23:00:00,7.029232,5.172931,7.05244,5.360374,7.387347,8.065245,7.375996,7.973569,8.222095,14.807084,7.193664,6.500966,7.474627,8.770161,7.287221,7.256582,7.332821,7.624863,7.332821,7.624863,7.360695,7.849987,7.393721,8.116725,7.378435,7.993266,7.375996,7.973569,8.221761,14.804386,8.062151,13.515298,7.420015,8.329088,7.370073,7.925728,7.370141,7.926283,7.430437,8.413264,7.430437,8.413264
2035-03-20 00:00:00,5.079851,5.079851,5.100715,5.100715,4.035499,4.035499,7.544939,7.544939,8.320681,8.320681,5.886926,5.886926,5.5511,5.5511,6.52299,6.52299,6.72765,6.72765,6.72765,6.72765,6.751017,6.751017,6.778704,6.778704,7.575531,7.575531,7.544939,7.544939,8.332388,8.332388,7.802988,7.802988,7.079081,7.079081,7.470638,7.470638,7.4715,7.4715,6.380711,6.380711,6.380711,6.380711
2035-03-20 01:00:00,2.794118,2.794118,2.861181,2.861181,2.661908,2.661908,5.527071,5.527071,9.150322,9.150322,3.832325,3.832325,4.829918,4.829918,4.582064,4.582064,4.888662,4.888662,4.888662,4.888662,5.019279,5.019279,5.17404,5.17404,5.554438,5.554438,5.527071,5.527071,9.161005,9.161005,8.258232,8.258232,5.452649,5.452649,5.460604,5.460604,5.461375,5.461375,5.106706,5.106706,5.106706,5.106706
2035-03-20 02:00:00,5.01093,5.01093,5.132262,5.132262,6.285168,6.285168,8.087419,8.087419,9.059824,9.059824,6.159132,6.159132,5.328537,5.328537,6.866201,6.866201,7.072258,7.072258,7.072258,7.072258,7.064409,7.064409,7.055108,7.055108,8.124278,8.124278,8.087419,8.087419,9.059201,9.059201,8.387995,8.387995,7.413778,7.413778,7.997895,7.997895,7.998934,7.998934,6.480834,6.480834,6.480834,6.480834
2035-03-20 03:00:00,5.546351,5.546351,5.683755,5.683755,6.903748,6.903748,9.211351,9.211351,9.818343,9.818343,6.88798,6.88798,5.618041,5.618041,7.71993,7.71993,7.948653,7.948653,7.948653,7.948653,7.91777,7.91777,7.881177,7.881177,9.256547,9.256547,9.211351,9.211351,9.817799,9.817799,9.081055,9.081055,8.319041,8.319041,9.101583,9.101583,9.102856,9.102856,7.121095,7.121095,7.121095,7.121095
2035-03-20 04:00:00,7.209791,7.209791,7.310781,7.310781,7.839949,7.839949,10.680145,10.680145,9.005317,9.005317,8.373221,8.373221,6.026585,6.026585,9.118649,9.118649,9.266886,9.266886,9.266886,9.266886,9.149801,9.149801,9.011073,9.011073,10.728181,10.728181,10.680145,10.680145,9.005608,9.005608,8.564429,8.564429,9.468851,9.468851,10.563478,10.563478,10.564832,10.564832,7.9815,7.9815,7.9815,7.9815
2035-03-20 05:00:00,10.935122,10.935122,10.988951,10.988951,11.003597,11.003597,13.887383,13.887383,11.022266,11.022266,11.684397,11.684397,5.98967,5.98967,12.139732,12.139732,12.030395,12.030395,12.030395,12.030395,11.643661,11.643661,11.185441,11.185441,13.943308,13.943308,13.887383,13.887383,11.021554,11.021554,11.272908,11.272908,11.695808,11.695808,13.751555,13.751555,13.753131,13.753131,9.327826,9.327826,9.327826,9.327826
2035-03-20 06:00:00,14.687701,14.687701,14.60727,14.60727,14.81888,14.81888,12.536002,12.536002,15.96627,15.96627,13.455933,13.455933,5.364745,5.364745,12.488264,12.488264,11.77341,11.77341,11.77341,11.77341,11.101555,11.101555,10.30551,10.30551,12.543123,12.543123,12.536002,12.536002,15.95988,15.95988,17.639037,17.639037,10.314315,10.314315,12.518708,12.518708,12.518908,12.518908,8.430651,8.430651,8.430651,8.430651
2035-03-20 07:00:00,16.198117,16.198117,16.062183,16.062183,16.355641,16.355641,11.940539,11.940539,17.971769,17.971769,14.147185,14.147185,5.035264,5.035264,12.59073,12.59073,11.623966,11.623966,11.623966,11.623966,10.831981,10.831981,9.893601,9.893601,11.927648,11.927648,11.940539,11.940539,17.963019,17.963019,20.236144,20.236144,9.696456,9.696456,11.971847,11.971847,11.971484,11.971484,8.003197,8.003197,8.003197,8.003197
2035-03-20 08:00:00,16.198117,16.198117,16.062183,16.062183,16.355641,16.355641,11.940539,11.940539,17.971769,17.971769,14.147185,14.147185,5.035264,5.035264,12.59073,12.59073,11.623966,11.623966,11.623966,11.623966,10.831981,10.831981,9.893601,9.893601,11.927648,11.927648,11.940539,11.940539,17.963019,17.963019,20.236144,20.236144,9.696456,9.696456,11.971847,11.971847,11.971484,11.971484,8.003197,8.003197,8.003197,8.003197
2035-03-20 09:00:00,9.477493,9.477493,9.422811,9.422811,9.542748,9.542748,7.783077,7.783077,10.202369,10.202369,8.651561,8.651561,4.851886,4.851886,8.023125,8.023125,7.627125,7.627125,7.627125,7.627125,7.298429,7.298429,6.908974,6.908974,7.778625,7.778625,7.783077,7.783077,10.198789,10.198789,11.129811,11.129811,6.835907,6.835907,7.79389,7.79389,7.793765,7.793765,6.110918,6.110918,6.110918,6.110918
2035-03-20 10:00:00,4.842229,9.571869,4.860293,9.571869,4.849913,9.571869,5.684951,9.571869,4.779191,9.571869,5.101025,9.571869,4.277361,9.571869,5.272648,9.571869,5.293485,9.571869,5.293485,9.571869,5.245565,9.571869,5.188788,9.571869,5.697778,9.571869,5.684951,9.571869,4.77944,9.571869,4.729196,9.571869,5.309529,9.571869,5.653796,9.571869,5.654158,9.571869,4.870032,9.571869,4.870032,9.571869
2035-03-20 11:00:00,23.063743,23.053183,24.061817,24.045299,14.263997,14.263889,14.960355,13.613939,19.21446,19.214259,-1000.0,-1000.0,4.436891,7.637411,5.802641,5.447942,8.020308,7.920366,8.020308,7.920366,9.140133,9.438468,10.466953,11.237184,15.284975,13.905291,14.960355,13.613939,19.221574,19.22136,16.669894,16.669816,13.531465,14.013342,14.171934,12.906319,14.18108,12.914528,8.848454,11.16627,8.848454,11.16627
2035-03-20 12:00:00,21.344506,21.394303,22.25077,22.328662,12.242468,12.242976,6.393362,11.972926,17.916712,17.917662,-1000.0,-1000.0,10.321339,12.137443,0.596795,4.900147,3.043233,7.16687,3.043233,7.16687,4.921602,8.67233,7.14718,10.456068,6.610047,12.231455,6.393362,11.972926,17.921761,17.922773,15.796087,15.796455,9.228657,12.911037,5.867089,11.345026,5.873194,11.35231,9.144493,10.844917,9.144493,10.844917
