Date,Hour,Minute,Generator,Dispatch,Dispatch DA,Headroom,Unit State,Unit Cost,Unit Market Revenue,Unit Uplift Payment
2035-01-30,4,0,108,129.95,129.95,39.55,True,3033.941247,3036.263467,0.0
2035-01-30,4,0,112,0.0,0.0,0.0,False,0.0,0.0,0.0
2035-01-30,4,0,114,49.68,49.68,0.0,True,1272.510577,1159.934556,0.0
2035-01-30,4,0,118,0.0,0.0,0.0,False,0.0,0.0,0.0
2035-01-30,4,0,121,585.28,585.28,512.12,True,13503.724783,13719.60484,0.0
2035-01-30,4,0,122,0.0,0.0,0.0,False,0.0,0.0,0.0
2035-01-30,4,0,124,0.0,0.0,0.0,False,0.0,0.0,0.0
2035-01-30,4,0,129,0.0,0.0,0.0,False,0.0,0.0,0.0
2035-01-30,4,0,130,0.0,0.0,0.0,False,0.0,0.0,0.0
2035-01-30,4,0,137,200.0,200.0,0.0,True,4615.598913,4741.460981,0.0
2035-01-30,4,0,138,154.56,154.56,47.04,True,3634.569561,3664.201046,0.0
2035-01-30,4,0,144,0.0,0.0,0.0,False,0.0,0.0,0.0
2035-01-30,4,0,147,0.0,0.0,0.0,False,0.0,0.0,0.0
2035-01-30,4,0,148,0.0,0.0,0.0,False,0.0,0.0,0.0
2035-01-30,4,0,149,0.0,0.0,0.0,False,0.0,0.0,0.0
2035-01-30,4,0,150,0.0,0.0,0.0,False,0.0,0.0,0.0
2035-01-30,4,0,151,0.0,0.0,0.0,False,0.0,0.0,0.0
2035-01-30,4,0,155,0.0,0.0,0.0,False,0.0,0.0,0.0
2035-01-30,4,0,156,0.0,0.0,0.0,False,0.0,0.0,0.0
2035-01-30,4,0,165,626.88,626.88,548.52,True,10852.504168,14646.685242,0.0
2035-01-30,4,0,166,0.0,0.0,0.0,False,0.0,0.0,0.0
2035-01-30,4,0,171,190.72,190.72,166.88,True,4469.338211,4456.083983,0.0
2035-01-30,4,0,174,0.0,0.0,0.0,False,0.0,0.0,0.0
2035-01-30,4,0,175,568.083285,568.083285,284.116715,True,11097.634928,13272.934323,0.0
2035-01-30,4,0,176,987.0933,987.0933,863.7067,True,21382.545129,23062.858712,0.0
2035-01-30,4,0,177,591.0933,591.0933,517.2067,True,10689.841364,13397.531988,0.0
2035-01-30,4,0,178,240.96,240.96,562.24,True,5481.792825,5483.246031,0.0
2035-01-30,4,0,179,0.0,0.0,0.0,False,0.0,0.0,0.0
2035-01-30,4,0,180,0.0,0.0,0.0,False,0.0,0.0,0.0
2035-01-30,4,0,181,1056.0,1056.0,924.0,True,16016.31625,23934.958795,0.0
2035-01-30,4,0,182,1269.12,1269.12,1110.48,True,26117.315219,28939.622797,0.0
2035-01-30,4,0,183,0.0,0.0,0.0,False,0.0,0.0,0.0
2035-01-30,4,0,184,0.0,0.0,0.0,False,0.0,0.0,0.0
2035-01-30,4,0,185,632.96,632.96,553.84,True,10980.745114,14796.343023,0.0
2035-01-30,4,0,186,552.5333,552.5333,483.4667,True,12948.62321,12906.061794,0.0
